feature,outlierCount,outlierCount%,level,statMeanDiff,statMedianDiff,statVarDiff,mi
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis,0,0.0,5,8.821115e-05,0.0,-0.00019230251,0.0
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765,0,0.0,5,0.00037272274,0.0,1.8278572e-05,0.0
k__Bacteria|p__Firmicutes|c__CFGB75721|o__OFGB75721|f__FGB75721,0,0.0,5,0.0004221924,0.0,7.1818213e-06,0.0
k__Bacteria|p__Firmicutes|c__CFGB79326|o__OFGB79326|f__FGB79326,159,45.17045454545455,5,0.006018907,-0.0063,0.0005533935,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae,0,0.0,5,0.0006040378,0.0,2.818153e-06,0.0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae,0,0.0,5,0.003445696,0.0,0.0021932295,0.0
k__Bacteria|p__Firmicutes|c__CFGB1677|o__OFGB1677|f__FGB1677,0,0.0,5,0.00038588553,0.0,4.972978e-06,0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae,0,0.0,5,-1.2140721e-05,0.0,0.0008609416,0.0005356821335174011
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae,0,0.0,5,0.0011597853,0.0,2.2134322e-05,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified,0,0.0,5,7.146341e-05,0.0,-1.6126229e-05,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae,0,0.0,5,-0.0019170311,0.0,-0.0009378218,0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae,0,0.0,5,-0.0048545976,0.0,-0.0005100088,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae,0,0.0,5,0.0003431514,0.0,-6.804825e-06,0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium,65,18.46590909090909,6,-0.05306694,-0.043845013,-0.11317842,0.016352720873192395
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Companilactobacillus,162,46.02272727272727,6,-0.019184873,-0.005755,-0.0046640653,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus,156,44.31818181818182,6,-0.0072167665,-0.016585,-0.0009947503,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Mammaliicoccus,144,40.90909090909091,6,-0.0029768944,0.00043999963,-0.00048469473,0.014609076901754614
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Romboutsia,142,40.34090909090909,6,0.001832325,-0.00779,0.0007904663,0.01978041781808093
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Merdimonas,78,22.15909090909091,6,-0.014064789,-0.015665002,-0.006449893,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3609,0,0.0,6,0.0039133877,0.0,0.0006398739,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified,93,26.420454545454547,6,0.0034434423,-0.0015500002,0.0007510609,0.0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Tissierellaceae|g__Anaerosalibacter,0,0.0,6,0.004639713,-0.00205,0.00050689024,0.03555996899709313
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter,0,0.0,6,0.0040243044,0.0,0.0003854232,0.07096042495628829
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lentilactobacillus,74,21.022727272727273,6,-0.00046235323,0.012704991,-0.00033139065,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Drancourtella,76,21.59090909090909,6,0.008132979,-0.024205,0.002066357,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Nosocomiicoccus,147,41.76136363636363,6,-0.0014605597,-0.00605,5.030562e-05,0.012017824632851726
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Oceanobacillus,0,0.0,6,0.0039963042,0.0,0.00036657142,0.03911725648158959
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Parageobacillus,0,0.0,6,0.005710189,0.0,0.0007540185,0.015652052550747753
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium,139,39.48863636363637,6,-0.004643269,-0.0007150024,-0.0022101747,0.024990862340868558
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Metalysinibacillus,97,27.556818181818183,6,0.021189548,-0.0008199997,0.013171369,0.00456139498275987
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium,119,33.80681818181818,6,-0.017092362,0.011785001,-0.00985091,0.008038069112981772
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Kurthia,74,21.022727272727273,6,-0.0037737638,0.00016000122,-0.00081789074,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Savagea,139,39.48863636363637,6,0.007861888,0.0038950006,0.002293942,0.03180354671083796
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Cerasibacillus,0,0.0,6,0.0031929268,0.0,0.00031011575,0.011439366581361465
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter,74,21.022727272727273,6,0.002482377,-0.0020849966,0.00014771149,0.004090818496676807
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia,107,30.397727272727273,6,0.008303247,-0.01072,0.0020903898,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Paraclostridium,169,48.01136363636363,6,0.003830744,-0.001865,0.00037461414,0.016008429697955462
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Ureibacillus,170,48.29545454545455,6,0.0032927645,-7.499999e-05,0.00022458224,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerostipes,86,24.431818181818183,6,0.0020536892,-0.00622,0.00018656091,0.030400786783722378
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Weizmannia,0,0.0,6,4.7972426e-06,0.0,0.00017856281,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella,109,30.96590909090909,6,0.0017500687,0.0017100014,0.000103175174,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3451,155,44.03409090909091,6,0.0054088477,-0.0019199997,0.0005437331,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Macrococcus,173,49.14772727272727,6,0.0070692115,-0.00239,0.0079686325,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB32387,0,0.0,6,0.0013276339,0.0,1.9396539e-05,0.05076722391233712
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Jeotgalicoccus,0,0.0,6,0.0025303364,0.0,0.00012258318,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Caldibacillus,0,0.0,6,0.0012081191,0.0,0.00012044914,0.019515771403554982
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__GGB78790,0,0.0,6,-0.00040929578,0.0,3.5649457e-05,0.018164495535969882
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus,0,0.0,6,0.00441294,0.0,0.0020374565,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Paucilactobacillus,0,0.0,6,0.00081840996,0.0,2.5478133e-05,0.03587664648594324
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Anoxybacillus,0,0.0,6,0.001004918,0.0,0.00032697836,0.044455619248296774
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Planococcaceae_unclassified,164,46.59090909090909,6,0.0029163454,0.0018449998,0.00025507237,0.003697380352522206
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc,0,0.0,6,-0.0007926924,0.0,-3.786276e-05,0.0
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4571,0,0.0,6,0.00039029494,0.0,1.9267703e-05,0.0
k__Bacteria|p__Firmicutes|c__CFGB75721|o__OFGB75721|f__FGB75721|g__GGB9523,0,0.0,6,0.0004221924,0.0,7.1818213e-06,0.02117519920911448
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Floricoccus,0,0.0,6,0.0019258177,-0.00037,0.0010640974,0.029565924415908773
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Heyndrickxia,0,0.0,6,0.00014894473,0.0,4.569029e-06,0.011563241012079173
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB48069,150,42.61363636363637,6,0.0007675551,-0.0027199998,0.00014204916,0.0030401658700927037
k__Bacteria|p__Firmicutes|c__CFGB79326|o__OFGB79326|f__FGB79326|g__GGB43675,159,45.17045454545455,6,0.006018907,-0.0063,0.0005533935,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3446,0,0.0,6,0.0001937435,0.0,1.5283615e-05,0.01077579223036107
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Aneurinibacillus,0,0.0,6,0.0006098367,0.0,1.1711136e-05,0.0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter,0,0.0,6,0.003445696,0.0,0.0021932295,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Wansuia,0,0.0,6,0.00036923902,0.0,7.716004e-06,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Levilactobacillus,0,0.0,6,-0.0016032951,0.0,-0.00010348478,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB42690,132,37.5,6,-0.0008987114,-0.0013949992,-0.0007611583,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Jeotgalibaca,0,0.0,6,0.00016584765,0.0,4.692267e-06,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalicatena,0,0.0,6,-0.0029296065,0.0,-0.00014841682,0.0
k__Bacteria|p__Firmicutes|c__CFGB1677|o__OFGB1677|f__FGB1677|g__GGB4197,0,0.0,6,0.00038480596,0.0,4.9596265e-06,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB48078,0,0.0,6,0.00033808174,0.0,6.2106956e-06,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB45537,0,0.0,6,-3.5216435e-05,0.0,9.252926e-08,0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium,0,0.0,6,0.00046316884,0.0,1.7256192e-05,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified,0,0.0,6,0.00032258476,0.0,3.0381016e-06,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Siminovitchia,0,0.0,6,0.00012646019,0.0,1.4927904e-06,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Virgibacillus,0,0.0,6,0.00013614591,0.0,1.2145492e-06,0.018842725297294027
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Rubneribacter,0,0.0,6,-0.004750525,0.0,-0.00047514963,0.001337787962590875
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Lysinibacillus,0,0.0,6,-0.003214498,0.0,-0.002327883,0.03481600702988796
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lapidilactobacillus,0,0.0,6,0.00016274652,0.0,6.3136067e-06,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Sellimonas,0,0.0,6,0.0011271699,0.0,1.5755366e-05,0.03959932744189554
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Atopostipes,0,0.0,6,0.00017318776,0.0,2.4649073e-06,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Thermoactinomyces,0,0.0,6,0.00056727795,0.0,6.05521e-05,0.020060254607694006
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB2980,0,0.0,6,-0.0011412916,0.0,-4.4362896e-05,0.00483557676292512
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Glutamicibacter,0,0.0,6,-0.0010399478,0.0,-0.00019473556,0.00811764172120788
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__GGB4813,0,0.0,6,0.00013009587,0.0,-1.9034815e-08,0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Paeniglutamicibacter,0,0.0,6,-4.6000398e-05,0.0,-4.8541597e-07,0.021388468315816755
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3449,0,0.0,6,0.00041931123,0.0,2.4300949e-05,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Kroppenstedtia,0,0.0,6,-0.0023636743,0.0,-0.0009933665,0.0005475681537467914
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus,0,0.0,6,7.33129e-05,0.0,-3.4862373e-05,0.003426495554416986
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Secundilactobacillus,0,0.0,6,-0.001035596,0.0,-2.0944946e-05,0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Rothia,0,0.0,6,0.00042989478,0.0,0.0009334167,0.030415886297389116
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Neobacillus,0,0.0,6,1.5863105e-05,0.0,-4.0965773e-09,0.05670620692868411
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora,0,0.0,6,-1.1660208e-05,0.0,-4.679333e-08,0.003440343206474683
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium,0,0.0,6,0.00033725612,0.0,2.0035804e-07,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Hathewaya,0,0.0,6,1.1884851e-05,0.0,1.3994314e-07,0.0035070740017575375
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_nepalensis,110,31.25,7,-0.008435875,-0.022879995,0.0016692113,0.035582949415741805
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_novyi,117,33.23863636363637,7,0.007975109,-0.013859998,0.0038030595,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_botulinum,144,40.90909090909091,7,0.009251565,-0.01533,0.0035055317,0.016445599977532588
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_carnosus,80,22.727272727272727,7,0.006448075,-0.013125002,0.011886264,0.03417223023997984
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_cohnii,159,45.17045454545455,7,-0.004314862,-0.014975,-0.001015665,0.008485262002867922
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pullorum,58,16.477272727272727,7,-0.016808301,0.008499995,-0.018101826,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus_vaginalis,66,18.75,7,-0.015607953,0.02696,-0.008038033,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_gilvus,39,11.079545454545455,7,-0.08442944,0.003704995,-2.8395576,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Mammaliicoccus|s__Mammaliicoccus_lentus,144,40.90909090909091,7,-0.003059283,0.00043999963,-0.0005074744,0.02083988445777729
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Companilactobacillus|s__Companilactobacillus_paralimentarius,160,45.45454545454545,7,-0.0201087,-0.005275,-0.0044528865,0.028426726142039893
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_timonensis,142,40.34090909090909,7,0.0019855648,-0.00779,0.00083761127,0.010410275534572966
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudolongum,89,25.28409090909091,7,-0.031075284,-0.024059996,-0.023802519,0.039471579092336784
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Latilactobacillus|s__Latilactobacillus_fuchuensis,68,19.318181818181817,7,0.016914755,-0.017129995,0.015761731,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Merdimonas|s__Merdimonas_faecis,78,22.15909090909091,7,-0.014064789,-0.015665002,-0.006449893,0.001810442075899532
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus|s__Pediococcus_acidilactici,161,45.73863636363637,7,-0.0059305467,-0.010694999,-0.0004912757,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3609|s__GGB3609_SGB4877,0,0.0,7,0.0039133877,0.0,0.0006398739,0.01351474382318063
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_niameyense,110,31.25,7,0.005351886,-0.008295,0.0009801309,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium_14S0207,93,26.420454545454547,7,0.0034434423,-0.0015500002,0.0007510609,0.0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Tissierellaceae|g__Anaerosalibacter|s__Anaerosalibacter_bizertensis,0,0.0,7,0.0046099406,-0.00205,0.00050347263,0.029819148213292124
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB6173,0,0.0,7,0.0012488272,-0.00237,0.00029456662,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lentilactobacillus|s__Lentilactobacillus_kribbianus,74,21.022727272727273,7,-0.00059016794,0.012704991,-0.0003148038,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Drancourtella|s__Drancourtella_massiliensis,76,21.59090909090909,7,0.008132979,-0.024205,0.002066357,0.02720468330108594
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Nosocomiicoccus|s__Nosocomiicoccus_ampullae,147,41.76136363636363,7,-0.0014605597,-0.00605,5.030562e-05,0.026733028244903645
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Oceanobacillus|s__Oceanobacillus_caeni,0,0.0,7,0.0039992593,0.0,0.00036478852,0.006124839871672005
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Parageobacillus|s__Parageobacillus_toebii,0,0.0,7,0.005710189,0.0,0.0007540185,0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter|s__Turicibacter_bilis,0,0.0,7,0.003919244,0.0,0.00032869622,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Weissella|s__Weissella_jogaejeotgali,142,40.34090909090909,7,-0.002974458,-0.01481,-9.1732014e-05,0.04161777620103213
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_saprophyticus,0,0.0,7,-0.0010191612,-0.00407,0.00071028504,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Savagea|s__Savagea_serpentis,139,39.48863636363637,7,0.007861888,0.0038950006,0.002293942,0.0018253348558350257
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_cochlearium,0,0.0,7,0.0025860798,0.0,0.00020113957,0.024453574174618797
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium,136,38.63636363636363,7,0.0006798692,-0.01317,0.00069639366,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Kurthia|s__Kurthia_massiliensis,86,24.431818181818183,7,-0.00517058,-0.0031899996,-0.00087096356,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Vagococcus|s__Vagococcus_sp_DIV0080,83,23.579545454545453,7,-0.0003106743,-0.009835001,0.00020954874,0.0025208825427864845
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Paraclostridium|s__Paraclostridium_bifermentans,169,48.01136363636363,7,0.003830744,-0.001865,0.00037461414,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium|s__Carnobacterium_divergens,101,28.693181818181817,7,-0.0034766495,-0.009399999,-0.00015943008,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_glycyrrhizinilyticus,73,20.738636363636363,7,0.002290383,-0.0020849966,0.00013151299,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Ureibacillus|s__Ureibacillus_thermosphaericus,170,48.29545454545455,7,0.0032927645,-7.499999e-05,0.00022458224,0.01781139034762136
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_butyraticus,86,24.431818181818183,7,0.0020536892,-0.00622,0.00018656091,0.04830258412678079
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Metalysinibacillus|s__Metalysinibacillus_saudimassiliensis,75,21.306818181818183,7,0.010905471,0.0014849994,0.0013728617,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Weizmannia|s__Weizmannia_coagulans,0,0.0,7,4.7972426e-06,0.0,0.00017856281,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_sp_s8,109,30.96590909090909,7,0.0017500687,0.0017100014,0.000103175174,0.0005606333046006551
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_viikkiensis,149,42.32954545454545,7,-0.011463698,-0.01825,-0.0020547071,0.002870314231759874
