feature,score
mast2_6,0.6522071678321684
LOC110529917_1,0.6522071678321684
LOC110489704_3,0.6522071678321684
LOC110498654_2,0.631373834498835
agr2_2,0.631373834498835
slc25a24l_1,0.6255702630702635
LOC110491868_5,0.6240821678321683
LOC118941410_1,0.6240821678321682
LOC110524871_2,0.6177577630702635
kdm8_2,0.6136655011655017
sec13_1,0.6105405011655016
LOC110522050_2,0.6047369297369303
LOC110533875_4,0.5969244297369303
LOC110532571_1,0.5949155011655016
nemp1_2,0.5928321678321682
nr1d4b_3,0.5899799852924859
LOC110527996_18,0.5844988344988349
LOC110486250_2,0.5839035964035968
LOC110503258_2,0.5824155011655017
LOC110529427_2,0.5824155011655017
LOC110488122_2,0.5772071678321684
LOC110486250_1,0.5772071678321682
LOC110500965_3,0.576091096403597
sec13_2,0.5740821678321684
LOC110498967_1,0.5719988344988352
ranbp10_5,0.5691466519591524
LOC110496140_2,0.5630702630702635
LOC110537041_2,0.5615821678321684
zgc:92380_1,0.5615821678321682
gpr161a_2,0.5563738344988349
LOC110534088_2,0.5552577630702635
LOC110506364_1,0.5542905011655017
LOC110486905_2,0.5532488344988351
ppp3ccb_2,0.5511655011655017
LOC110532571_2,0.5483133186258191
LOC110527774_3,0.5479660964035968
hif1al2_2,0.5474452630702635
LOC110494521_1,0.543873834498835
zgc:101583_1,0.5363815004440009
LOC110534564_3,0.5355405011655017
LOC110522050_1,0.5355405011655017
ufm1_1,0.5355405011655017
agr2_1,0.5355405011655017
c4bp_2,0.5355405011655017
LOC110504051_1,0.5349452630702636
LOC110537754_2,0.53442442973693
LOC110497862_3,0.53442442973693
LOC110511251_3,0.5334571678321685
LOC110536366_10,0.5334571678321685
gpr18_3,0.5334571678321682
ppp6r3_2,0.5324155011655016
LOC110503672_3,0.5311731671106676
gpr18_1,0.5303321678321684
LOC100136247_1,0.5303321678321682
LOC110489704_4,0.5303321678321682
ecd_2,0.5274799852924859
LOC110517278_3,0.5271327630702634
LOC110527372_1,0.5240077630702635
LOC110517278_1,0.51879942973693
LOC110485755_1,0.5141119297369303
LOC110538302_2,0.5134648337773342
LOC110529643_1,0.512623834498835
LOC110536954_1,0.512623834498835
LOC110486897_1,0.5118549852924859
LOC118963007_3,0.5103398337773344
LOC110496200_3,0.5103398337773344
ppp6r3_4,0.5097716519591524
LOC110534440_2,0.5077875249750254
LOC110518767_7,0.5074155011655017
LOC110535384_1,0.5074155011655015
LOC110500365_2,0.5066466519591524
hps5_1,0.5062994297369303
LOC110492139_2,0.5051833583083589
LOC110509732_1,0.5036952630702636
acsbg2_1,0.5036952630702636
LOC110529427_3,0.5031744297369303
LOC110489105_1,0.5022071678321685
LOC110501733_1,0.49997502497502544
LOC110520593_1,0.49997502497502544
LOC110536971_1,0.4990821678321682
LOC110523494_6,0.4990077630702636
LOC110507948_5,0.497966096403597
plm_2,0.4978916916416922
farp2_2,0.496998834498835
LOC118944873_2,0.4958827630702636
LOC118936326_1,0.49588276307026335
LOC110525249_2,0.4947148337773344
LOC100136184_5,0.49327859640359684
LOC110529043_2,0.493030580530581
ext1c_4,0.49275776307026353
LOC110535611_2,0.49275776307026353
LOC110489704_1,0.49275776307026353
LOC110506873_2,0.49268335830835874
LOC110520593_2,0.49268335830835874
LOC110536207_5,0.49263150044400095
LOC110531694_2,0.4917905011655017
LOC110514830_4,0.48997998529248576
setd9_2,0.4895065004440009
samsn1b_2,0.4895065004440009
LOC110524808_1,0.4895065004440009
fam207a_2,0.4895065004440009
ranbp10_3,0.48866550116550167
LOC110506172_6,0.48866550116550167
LOC100136955_1,0.4886648074148079
LOC110529005_8,0.4880702630702636
LOC110535384_2,0.4880702630702636
LOC110538681_1,0.48658216783216846
LOC110504904_5,0.48658216783216846
LOC110492496_1,0.48494526307026353
LOC118966703_1,0.4847716519591523
LOC100136290_17,0.48435002497502566
LOC110493905_1,0.48435002497502544
LOC110492691_1,0.48435002497502544
LOC110488781_3,0.4828619297369301
LOC110486212_1,0.482341096403597
LOC110508430_1,0.47956331862581925
LOC110499387_2,0.4791416916416922
LOC110498282_3,0.4791416916416922
LOC110488540_1,0.4790898337773344
LOC110519666_6,0.47824883449883493
LOC110506137_3,0.4778474997225002
LOC118966703_2,0.47765359640359684
LOC110500965_4,0.4750494297369303
LOC110517732_2,0.4738815004440009
LOC110498732_1,0.4738815004440009
LOC110506172_2,0.47331331862581916
LOC110538803_4,0.4726391663891669
cdc7_1,0.4718500249750255
LOC100136065_2,0.4717981671106677
si:ch211-121a2.4_3,0.46984109640359684
LOC100136663_2,0.4690738081363086
mak_3,0.468873834498835
sulf1_5,0.46872502497502544
LOC110520241_4,0.46872502497502544
LOC110490689_1,0.46872502497502544
LOC110495337_4,0.46807792901542955
LOC110487589_1,0.46807792901542955
LOC110501784_18,0.46807792901542955
LOC110507542_3,0.46783147408147463
ube2t_1,0.46743083305583344
arhgap45b_1,0.4672369297369303
atg2a_1,0.4672369297369303
LOC110510401_4,0.4672369297369301
tbc1d2_6,0.4661208583083589
LOC110507606_2,0.4651535964035969
LOC110503612_3,0.46463276307026335
LOC110530782_2,0.4635166916416922
LOC110498424_1,0.46302378177378234
LOC110498052_4,0.46286959568209607
LOC110532923_1,0.46269598457098504
LOC110485628_1,0.46262383449883515
LOC110491408_2,0.4618549852924858
LOC110496156_1,0.46150776307026353
pabpc1a_2,0.46150776307026353
LOC110502364_2,0.46150776307026353
mier1b_2,0.46138150044400095
LOC118944439_4,0.4613815004440007
daam2_2,0.4605405011655017
LOC110508822_13,0.4605405011655015
arhgap24_3,0.45977165195915237
LOC110506586_1,0.4594244297369303
LOC110533150_2,0.4591764138639145
LOC110526163_7,0.4588291916416922
LOC110489390_2,0.4583083583083587
LOC110527110_1,0.45768831862581916
LOC118936875_5,0.4570141663891669
LOC110534571_2,0.4570141663891669
utrn_6,0.4568202630702636
LOC110504829_1,0.45664665195915255
LOC110497969_3,0.45533216783216846
LOC110510150_2,0.45473692973693014
arhgap45b_2,0.45421609640359684
adar_2,0.4534488081363086
lrrc71_2,0.45310002497502544
nav2a_13,0.45304816711066764
tes_2,0.45245292901542955
LOC110488482_9,0.4521327630702636
LOC110485510_2,0.45180583305583344
LOC110507068_2,0.45180583305583344
LOC110490036_3,0.45143831862581907
LOC110491461_2,0.451091096403597
actr6_1,0.45096483377733443
LOC100136308_2,0.4509648337773342
LOC110492618_3,0.4509648337773342
LOC110496375_2,0.4509648337773342
LOC110534120_2,0.4509648337773342
LOC110529461_2,0.4509648337773342
LOC110498732_2,0.4509648337773342
LOC110494514_4,0.4504958583083587
LOC110506871_3,0.44935498529248585
LOC110530500_1,0.44935498529248563
LOC110536041_1,0.4490077630702636
LOC110531634_2,0.4490077630702636
si:ch211-149e23.4_2,0.44804050116550176
LOC110520125_1,0.4478916916416922
LOC110524934_2,0.4478916916416922
LOC110507542_1,0.4470709845709848
LOC110524496_4,0.44640359640359706
rarab_1,0.44640359640359684
LOC110491166_2,0.44588276307026353
LOC110533150_1,0.44580835830835897
LOC110485395_2,0.44575650044400095
tes_1,0.44575650044400095
LOC110487897_1,0.44528752497502544
tbata_1,0.445188318625819
LOC110539097_2,0.44516126234876285
LOC110510636_2,0.4449155011655017
spegb_1,0.4443202630702636
upp1_2,0.44372502497502553
LOC110498654_7,0.4432041916416922
LOC110529427_1,0.4428321678321683
armc2_2,0.4426833583083587
LOC110490740_1,0.4426315004440009
uba7_1,0.4420362623487628
LOC110518978_3,0.4420362623487628
LOC110537213_1,0.4413891663891669
LOC110527996_4,0.43970716783216846
LOC110515126_1,0.43970716783216846
LOC110507606_1,0.43970716783216846
LOC110499451_2,0.43859109640359684
LOC110502295_4,0.43859109640359684
eno1a_2,0.43807026307026353
trpv6_2,0.437623834498835
LOC110512516_1,0.43747502497502566
LOC110492179_3,0.43747502497502566
LOC118942961_3,0.43747502497502566
tfap2a_3,0.43742316711066764
LOC110502668_7,0.4368549852924859
LOC110533767_3,0.4366543179043183
tarbp2_1,0.43618083305583344
bicdl2_2,0.43618083305583344
LOC110489704_2,0.4359869297369303
LOC118941033_2,0.4357404748029752
LOC118944522_1,0.4357389138639145
LOC118938151_2,0.4353916916416922
LOC110515674_4,0.4353916916416922
LOC110524934_1,0.4353916916416922
LOC110491948_1,0.435391691641692
clasp2_17,0.435391691641692
LOC110492194_16,0.4342237623487628
LOC110509364_2,0.4333827630702636
ralgapa2_6,0.43241550116550176
stat1-2_1,0.4322666916416922
LOC110502458_1,0.4322148337773344
eef1db_6,0.43137314074814137
LOC110533970_2,0.43137314074814115
LOC110516932_1,0.43129942973693014
mllt10_3,0.43129942973693014
LOC110522887_5,0.4309724997225004
LOC110529806_2,0.4309724997225002
LOC110522252_2,0.4309724997225002
LOC110509787_4,0.4309724997225002
stk17b_2,0.43077859640359684
spc25_2,0.43077859640359684
dlg1l_16,0.4306049852924858
LOC110521475_1,0.430530580530581
LOC110497567_2,0.43013150044400095
LOC110513275_3,0.42966252497502544
LOC110502003_1,0.4294160700410705
LOC110513938_1,0.4294160700410705
LOC110515651_2,0.4281744297369301
LOC110496607_1,0.42747998529248576
nav2a_2,0.4274071414696421
LOC110500061_1,0.4270583583083589
atp5mc3b_1,0.4270583583083589
bxdc2_1,0.4270583583083587
ccl13_1,0.4270583583083587
pde4dip_1,0.4270583583083587
LOC110500454_2,0.42671113608613664
LOC110524265_2,0.42641126234876303
rl28_3,0.4264112623487628
LOC110538803_2,0.4261648074148079
esrp1_3,0.4261648074148079
LOC110537737_2,0.4260910964035971
LOC110520585_1,0.42532380813630866
setd9_3,0.4249231671106677
LOC110486264_4,0.42408216783216846
col11a1a_3,0.42385895354645386
LOC110504919_1,0.42348692973693014
LOC110532659_1,0.42348692973693014
LOC110502604_1,0.4233133186258191
LOC110497574_1,0.4232389138639143
LOC110489847_1,0.42296609640359684
LOC110531842_3,0.42289169164169227
LOC110531842_1,0.42289169164169227
serpinb1_3,0.42289169164169227
LOC110494620_4,0.42289169164169205
nav2a_5,0.42283983377733425
LOC110499714_2,0.42219880813630883
LOC110506207_4,0.4219988344988348
morn2_3,0.42185002497502566
lmbrd2a_3,0.42185002497502566
idh3b_2,0.42185002497502544
irf8_3,0.4212299852924857
LOC118945277_3,0.42120292901542955
